tmin	tier	text	tmax
11.422935	phrase	Phrase1_7	12.707472
13.170296	phoneme	sh	13.311194
19.895998	phoneme	ae	20.013705
25.612564	phoneme	s	25.753856
28.251007	phoneme	lu	28.361231
35.159288	phoneme	ae	35.278071
36.735913	phrase	i	36.826178
49.152809	phrase	Phrase2_11	51.296642
51.111443	phoneme	a	51.232367
57.444936	phoneme	i	57.495972
60.326665	phoneme	u	60.463040
67.724514	phoneme	a	67.880413
77.530585	phrase	Phrase3.1_18	80.992299
81.934923	phrase	Phrase3.2_10	84.356901
