tmin	tier	text	tmax
5.556606	phrase	Phrase1_7	7.073637
7.668410	phoneme	sh	7.796648
15.410980	phoneme	ae	15.534583
20.161082	phoneme	s	20.283646
23.223143	phoneme	lu	23.342319
30.752365	phoneme	ae	30.907797
32.485304	phoneme	i	32.599605
45.400250	phrase	Phrase2_11	48.182975
47.913704	phoneme	a	48.078516
54.663585	phoneme	i	54.733743
58.987834	phoneme	u	59.057523
66.742482	phoneme	a	66.921921
75.611259	phrase	Phrase3_29	81.592405
