tmin	tier	text	tmax
4.209593	phrase	Phrase1_7	5.378696
5.928029	phoneme	sh	6.034776
12.387549	phoneme	ae	12.433085
17.275895	phoneme	s	17.366786
20.411538	phoneme	lu	20.504935
27.874071	phoneme	ae	27.941610
29.606449	phoneme	i	29.658224
40.389365	phrase	Phrase2_11	42.237775
42.036417	phoneme	la	42.176187
48.457805	phoneme	i	48.527992
50.973834	phoneme	u	51.009533
57.201900	phoneme	a	57.318945
65.678747	phrase	Phrase3.1_19	68.428977
68.910386	phrase	Phrase3.2_10	70.857031
