tmin	tier	text	tmax
6.681315	phrase	Phrase1_7	8.020974
9.022542	phoneme	sh	9.114916
14.623129	phoneme	ae	14.761818
20.930477	phoneme	s	20.992248
23.097198	phoneme	lu	23.194618
31.149271	phoneme	ae	31.294933
32.422932	phoneme	i	32.484343
45.548691	phrase	Phrase2_13	47.593972
51.114070	phoneme	u	51.283318
52.569883	phoneme	a	52.763131
63.721097	phrase	Phrase3.1_5	64.572207
64.855542	phrase	Phrase3.2_5	65.436332
65.586378	phrase	Phrase3.3_18	68.797925
69.269613	phrase	Phrase3.4_2	69.608762
