tmin	tier	text	tmax
5.139787	phrase	Phrase1_7	6.731618
7.182998	phoneme	sh	7.340744
14.571904	phoneme	ae	14.637979
20.498490	phoneme	s	20.618433
23.420445	phoneme	lu	23.561716
30.914861	phoneme	ae	31.069170
32.731875	phoneme	i	32.855620
46.873583	phrase	Phrase2_11	49.603578
49.474117	phoneme	a	49.583281
55.507454	phoneme	i	55.567874
58.979239	phoneme	u	59.043448
66.544681	phoneme	a	66.702085
75.754072	phrase	Phrase3_29	81.992839
